stid,stname,prid,kansoku,地点名,カナ,北緯,東経,標高,rain,wind,temp,sun,snow,etc,地域名,南緯,緯度
a0211,葛巻,33,111210,葛巻,クズマキ,40度02.4分,141度27.4分,418m,True,True,True,True,True,False,岩手,,40度02.4分
a0212,袖山,33,100000,袖山,ソデヤマ,40度01.5分,141度31.5分,1144m,True,False,False,False,False,False,岩手,,40度01.5分
a0213,茶臼岳,33,100000,茶臼岳,チャウスダケ,39度56.7分,140度54.3分,1443m,True,False,False,False,False,False,岩手,,39度56.7分
a0214,岩手松尾,33,111210,岩手松尾,イワテマツオ,39度57.1分,141度03.9分,275m,True,True,True,True,True,False,岩手,,39度57.1分
a0215,岩手山,33,100000,岩手山,イワテヤマ,39度50.4分,140度57.0分,1403m,True,False,False,False,False,False,岩手,,39度50.4分
a0216,岩洞,33,100000,岩洞,ガンドウ,39度49.5分,141度22.5分,678m,True,False,False,False,False,False,岩手,,39度49.5分
a0217,大森山,33,100000,大森山,オオモリヤマ,39度49.1分,141度31.2分,1073m,True,False,False,False,False,False,岩手,,39度49.1分
a0218,岩泉,33,111211,岩泉,イワイズミ,39度50.8分,141度47.7分,105m,True,True,True,True,True,True,岩手,,39度50.8分
a0219,駒ケ岳,33,100000,駒ケ岳,コマガタケ,39度44.0分,140度47.5分,1003m,True,False,False,False,False,False,岩手,,39度44.0分
a0220,害鷹森,33,100000,害鷹森,ガイタカモリ,39度42.5分,141度36.2分,1278m,True,False,False,False,False,False,岩手,,39度42.5分
a0221,雫石,33,111210,雫石,シズクイシ,39度41.8分,140度58.5分,195m,True,True,True,True,True,False,岩手,,39度41.8分
s47584,盛岡,33,111111,盛岡,モリオカ,39度41.9分,141度09.9分,155.2m,True,True,True,True,True,True,岩手,,39度41.9分
s47585,宮古,33,111111,宮古,ミヤコ,39度38.8分,141度57.9分,42.5m,True,True,True,True,True,True,岩手,,39度38.8分
a0224,薬師岳,33,100000,薬師岳,ヤクシダケ,39度31.7分,141度29.8分,1604m,True,False,False,False,False,False,岩手,,39度31.7分
a0225,黒森山,33,100000,黒森山,クロモリヤマ,39度29.7分,140度47.5分,644m,True,False,False,False,False,False,岩手,,39度29.7分
a0226,豊沢,33,100000,豊沢,トヨサワ,39度28.8分,140度58.1分,300m,True,False,False,False,False,False,岩手,,39度28.8分
a0227,花巻,33,111000,花巻,ハナマキ,39度25.7分,141度08.1分,90m,True,True,True,False,False,False,岩手,,39度25.7分
a0228,大迫,33,111200,大迫,オオハサマ,39度28.2分,141度16.7分,150m,True,True,True,True,False,False,岩手,,39度28.2分
a0229,湯田,33,111211,湯田,ユダ,39度18.6分,140度46.6分,250m,True,True,True,True,True,True,岩手,,39度18.6分
a0230,北上,33,111210,北上,キタカミ,39度17.3分,141度06.6分,61m,True,True,True,True,True,False,岩手,,39度17.3分
a0231,遠野,33,111211,遠野,トオノ,39度20.3分,141度32.6分,275m,True,True,True,True,True,True,岩手,,39度20.3分
a0232,五葉山,33,100000,五葉山,ゴヨウサン,39度10.6分,141度39.7分,560m,True,False,False,False,False,False,岩手,,39度10.6分
a0233,釜石,33,111200,釜石,カマイシ,39度16.2分,141度52.7分,5m,True,True,True,True,False,False,岩手,,39度16.2分
a0234,岳山,33,100000,岳山,ダケヤマ,39度08.0分,140度52.6分,973m,True,False,False,False,False,False,岩手,,39度08.0分
a0235,若柳,33,111200,若柳,ワカヤナギ,39度08.4分,141度03.8分,97m,True,True,True,True,False,False,岩手,,39度08.4分
a0236,江刺,33,111200,江刺,エサシ,39度11.0分,141度09.7分,42m,True,True,True,True,False,False,岩手,,39度11.0分
s47512,大船渡,33,111111,大船渡,オオフナト,39度03.8分,141度42.8分,36.9m,True,True,True,True,True,True,岩手,,39度03.8分
a0238,一関,33,111211,一関,イチノセキ,38度56.0分,141度07.5分,32m,True,True,True,True,True,True,岩手,,38度56.0分
a0239,千厩,33,111200,千厩,センマヤ,38度55.3分,141度19.8分,120m,True,True,True,True,False,False,岩手,,38度55.3分
a0240,室根山,33,100000,室根山,ムロネヤマ,38度58.2分,141度27.0分,883m,True,False,False,False,False,False,岩手,,38度58.2分
a1028,祭畤,33,100010,祭畤,マツルベ,39度00.7分,140度51.9分,350m,True,False,False,False,True,False,岩手,,39度00.7分
a1032,好摩,33,111200,好摩,コウマ,39度52.1分,141度10.0分,205m,True,True,True,True,False,False,岩手,,39度52.1分
a1033,山田,33,111200,山田,ヤマダ,39度27.0分,141度57.4分,24m,True,True,True,True,False,False,岩手,,39度27.0分
a1037,大野,33,100000,大野,オオノ,40度16.9分,141度40.0分,200m,True,False,False,False,False,False,岩手,,40度16.9分
a1045,衣川,33,100000,衣川,コロモガワ,39度03.0分,141度02.7分,75m,True,False,False,False,False,False,岩手,,39度03.0分
a1078,薮川,33,111200,薮川,ヤブカワ,39度47.0分,141度19.7分,680m,True,True,True,True,False,False,岩手,,39度47.0分
a1113,米里,33,100000,米里,ヨネサト,39度14.0分,141度18.6分,170m,True,False,False,False,False,False,岩手,,39度14.0分
a1118,沢内,33,111200,沢内,サワウチ,39度32.9分,140度50.6分,407m,True,True,True,True,False,False,岩手,,39度32.9分
a1120,荒屋,33,111201,荒屋,アラヤ,40度06.2分,141度03.0分,290m,True,True,True,True,False,True,岩手,,40度06.2分
a1123,普代,33,111200,普代,フダイ,40度00.2分,141度53.0分,8m,True,True,True,True,False,False,岩手,,40度00.2分
a1128,紫波,33,111200,紫波,シワ,39度32.8分,141度07.6分,125m,True,True,True,True,False,False,岩手,,39度32.8分
a1168,葛根田,33,100000,葛根田,カッコンダ,39度46.6分,140度56.7分,350m,True,False,False,False,False,False,岩手,,39度46.6分
a1206,住田,33,111200,住田,スミタ,39度08.5分,141度34.4分,80m,True,True,True,True,False,False,岩手,,39度08.5分
a1212,小本,33,111200,小本,オモト,39度50.8分,141度57.8分,3m,True,True,True,True,False,False,岩手,,39度50.8分
a1215,奥中山,33,111210,奥中山,オクナカヤマ,40度03.6分,141度13.5分,430m,True,True,True,True,True,False,岩手,,40度03.6分
a1219,山形,33,111200,山形,ヤマガタ,40度08.9分,141度34.3分,290m,True,True,True,True,False,False,岩手,,40度08.9分
a1224,川井,33,111200,川井,カワイ,39度35.9分,141度40.9分,192m,True,True,True,True,False,False,岩手,,39度35.9分
a1225,門馬,33,111100,門馬,カドマ,39度38.0分,141度26.2分,620m,True,True,True,True,False,False,岩手,,39度38.0分
a1332,下戸鎖,33,100000,下戸鎖,シモトクサリ,40度05.0分,141度42.7分,239m,True,False,False,False,False,False,岩手,,40度05.0分
a1447,区界,33,111210,区界,クザカイ,39度39.0分,141度21.2分,734m,True,True,True,True,True,False,岩手,,39度39.0分
a1508,大槌,33,100000,大槌,オオツチ,39度26.3分,141度48.4分,120m,True,False,False,False,False,False,岩手,,39度26.3分
a1557,大東,33,100000,大東,ダイトウ,39度02.3分,141度17.8分,140m,True,False,False,False,False,False,岩手,,39度02.3分
a1558,金ヶ崎,33,100000,金ヶ崎,カネガサキ,39度13.5分,141度00.9分,170m,True,False,False,False,False,False,岩手,,39度13.5分
a1560,滝沢,33,100000,滝沢,タキザワ,39度46.8分,141度05.8分,210m,True,False,False,False,False,False,岩手,,39度46.8分
a1563,附馬牛,33,100000,附馬牛,ツキモウシ,39度27.4分,141度30.4分,440m,True,False,False,False,False,False,岩手,,39度27.4分
a1598,厳美,33,100000,厳美,ゲンビ,38度59.0分,140度54.7分,230m,True,False,False,False,False,False,岩手,,38度59.0分
a1627,刈屋,33,100000,刈屋,カリヤ,39度38.5分,141度46.4分,140m,True,False,False,False,False,False,岩手,,39度38.5分
a1628,新町,33,111000,新町,シンチョウ,39度21.6分,141度54.3分,4m,True,True,True,False,False,False,岩手,,39度21.6分
a1629,陸前高田,33,111000,陸前高田,リクゼンタカタ,39度01.5分,141度37.8分,61m,True,True,True,False,False,False,岩手,,39度01.5分
a1653,一方井,33,100000,一方井,イッカタイ,39度58.4分,141度10.0分,285m,True,False,False,False,False,False,岩手,,39度58.4分
a0560,珠洲,56,111211,珠洲,スズ,37度26.8分,137度17.2分,4m,True,True,True,True,True,True,石川,,37度26.8分
s47600,輪島,56,111111,輪島,ワジマ,37度23.4分,136度53.7分,5.2m,True,True,True,True,True,True,石川,,37度23.4分
a0562,門前,56,100000,門前,モンゼン,37度15.7分,136度43.7分,11m,True,False,False,False,False,False,石川,,37度15.7分
a0563,木原岳,56,100000,木原岳,キハラダケ,37度17.3分,136度57.0分,270m,True,False,False,False,False,False,石川,,37度17.3分
a0564,志賀,56,111201,志賀,シカ,37度08.6分,136度43.5分,6m,True,True,True,True,False,True,石川,,37度08.6分
a0565,七尾,56,111211,七尾,ナナオ,37度01.8分,136度59.5分,58m,True,True,True,True,True,True,石川,,37度01.8分
a0566,羽咋,56,111201,羽咋,ハクイ,36度53.6分,136度46.6分,15m,True,True,True,True,False,True,石川,,36度53.6分
a0567,かほく,56,111200,かほく,カホク,36度42.7分,136度41.5分,42m,True,True,True,True,False,False,石川,,36度42.7分
a0568,宝達山,56,100000,宝達山,ホウダツサン,36度46.8分,136度48.4分,626m,True,False,False,False,False,False,石川,,36度46.8分
s47605,金沢,56,111111,金沢,カナザワ,36度35.3分,136度38.0分,5.7m,True,True,True,True,True,True,石川,,36度35.3分
a0570,医王山,56,100000,医王山,イオウゼン,36度31.2分,136度44.7分,420m,True,False,False,False,False,False,石川,,36度31.2分
a0571,加賀中津原,56,111210,加賀中津原,カガナカツハラ,36度15.7分,136度23.8分,65m,True,True,True,True,True,False,石川,,36度15.7分
a0973,白山河内,56,111210,白山河内,ハクサンカワチ,36度23.8分,136度37.2分,136m,True,True,True,True,True,False,石川,,36度23.8分
a1171,白山白峰,56,100000,白山白峰,ハクサンシラミネ,36度10.8分,136度37.5分,470m,True,False,False,False,False,False,石川,,36度10.8分
a1324,小松,56,111200,小松,コマツ,36度22.9分,136度26.1分,3m,True,True,True,True,False,False,石川,,36度22.9分
a1486,穴水,56,100000,穴水,アナミズ,37度16.3分,136度55.0分,170m,True,False,False,False,False,False,石川,,37度16.3分
a1544,三井,56,111000,三井,ミイ,37度17.6分,136度57.7分,219m,True,True,True,False,False,False,石川,,37度17.6分
a1545,宝達志水,56,100000,宝達志水,ホウダツシミズ,36度47.3分,136度46.1分,90m,True,False,False,False,False,False,石川,,36度47.3分
a1650,舳倉島,56,100000,舳倉島,ヘグラジマ,37度51.0分,136度55.1分,8m,True,False,False,False,False,False,石川,,37度51.0分
a0258,鳥海山,35,100000,鳥海山,チョウカイサン,39度04.0分,140度02.2分,1199m,True,False,False,False,False,False,山形,,39度04.0分
s47587,酒田,35,111111,酒田,サカタ,38度54.5分,139度50.6分,3.1m,True,True,True,True,True,True,山形,,38度54.5分
a0260,差首鍋,35,111200,差首鍋,サスナベ,38度55.1分,140度12.0分,88m,True,True,True,True,False,False,山形,,38度55.1分
a0261,太平山,35,100000,太平山,タイヘイザン,38度54.1分,140度23.1分,509m,True,False,False,False,False,False,山形,,38度54.1分
a0262,金山,35,111210,金山,カネヤマ,38度52.7分,140度19.9分,170m,True,True,True,True,True,False,山形,,38度52.7分
a0263,鶴岡,35,111201,鶴岡,ツルオカ,38度44.1分,139度49.7分,16m,True,True,True,True,False,True,山形,,38度44.1分
a0264,狩川,35,111210,狩川,カリカワ,38度48.0分,139度58.4分,17m,True,True,True,True,True,False,山形,,38度48.0分
s47520,新庄,35,111111,新庄,シンジヨウ,38度45.4分,140度18.7分,105.1m,True,True,True,True,True,True,山形,,38度45.4分
a0266,瀬見,35,100000,瀬見,セミ,38度45.3分,140度24.8分,150m,True,False,False,False,False,False,山形,,38度45.3分
a0267,温海岳,35,100000,温海岳,アツミダケ,38度37.7分,139度37.8分,620m,True,False,False,False,False,False,山形,,38度37.7分
a0268,櫛引,35,100010,櫛引,クシビキ,38度40.3分,139度50.9分,33m,True,False,False,False,True,False,山形,,38度40.3分
a0269,月山,35,100000,月山,ガッサン,38度29.9分,140度06.1分,770m,True,False,False,False,False,False,山形,,38度29.9分
a0270,銀山,35,100000,銀山,ギンザン,38度33.7分,140度31.6分,440m,True,False,False,False,False,False,山形,,38度33.7分
a0271,楯岡,35,111100,楯岡,タテオカ,38度28.4分,140度23.9分,118m,True,True,True,True,False,False,山形,,38度28.4分
a0272,左沢,35,111210,左沢,アテラザワ,38度22.2分,140度11.5分,133m,True,True,True,True,True,False,山形,,38度22.2分
s47588,山形,35,111111,山形,ヤマガタ,38度15.3分,140度20.7分,152.5m,True,True,True,True,True,True,山形,,38度15.3分
a0274,葉山,35,100000,葉山,ハヤマ,38度09.7分,139度58.9分,970m,True,False,False,False,False,False,山形,,38度09.7分
a0275,長井,35,111210,長井,ナガイ,38度06.3分,140度00.9分,210m,True,True,True,True,True,False,山形,,38度06.3分
a0276,蔵王山,35,100000,蔵王山,ザオウサン,38度09.4分,140度26.0分,1660m,True,False,False,False,False,False,山形,,38度09.4分
a0277,小国,35,111210,小国,オグニ,38度04.7分,139度44.1分,140m,True,True,True,True,True,False,山形,,38度04.7分
a0278,高峰,35,111200,高峰,タカミネ,37度59.4分,139度57.2分,260m,True,True,True,True,False,False,山形,,37度59.4分
a0279,米沢,35,111211,米沢,ヨネザワ,37度54.7分,140度08.6分,245m,True,True,True,True,True,True,山形,,37度54.7分
a0280,西吾妻山,35,100000,西吾妻山,ニシアヅマヤマ,37度46.0分,140度08.3分,1530m,True,False,False,False,False,False,山形,,37度46.0分
a0910,向町,35,111210,向町,ムカイマチ,38度45.5分,140度31.0分,212m,True,True,True,True,True,False,山形,,38度45.5分
a1038,上草津,35,100000,上草津,カミクサツ,38度59.7分,140度01.7分,178m,True,False,False,False,False,False,山形,,38度59.7分
a1039,尾花沢,35,111211,尾花沢,オバナザワ,38度36.5分,140度24.7分,106m,True,True,True,True,True,True,山形,,38度36.5分
a1040,鼠ケ関,35,111201,鼠ケ関,ネズガセキ,38度34.0分,139度33.1分,18m,True,True,True,True,False,True,山形,,38度34.0分
a1103,山毛欅潰山,35,100000,山毛欅潰山,ブナツブレヤマ,37度54.7分,139度48.9分,890m,True,False,False,False,False,False,山形,,37度54.7分
a1125,肘折,35,111210,肘折,ヒジオリ,38度36.4分,140度09.8分,330m,True,True,True,True,True,False,山形,,38度36.4分
a1132,高畠,35,111200,高畠,タカハタ,38度00.2分,140度12.4分,220m,True,True,True,True,False,False,山形,,38度00.2分
a1169,落合,35,100000,落合,オチアイ,38度36.3分,139度50.1分,99m,True,False,False,False,False,False,山形,,38度36.3分
a1291,飛島,35,111201,飛島,トビシマ,39度11.0分,139度32.6分,58m,True,True,True,True,False,True,山形,,39度11.0分
a1292,大井沢,35,111210,大井沢,オオイサワ,38度23.4分,139度59.6分,440m,True,True,True,True,True,False,山形,,38度23.4分
a1357,荒沢,35,100000,荒沢,アラサワ,38度30.5分,139度46.9分,272m,True,False,False,False,False,False,山形,,38度30.5分
a1372,中津川,35,100000,中津川,ナカツガワ,37度54.6分,139度50.6分,390m,True,False,False,False,False,False,山形,,37度54.6分
a1428,白鷹山,35,100000,白鷹山,シラタカヤマ,38度13.3分,140度11.1分,860m,True,False,False,False,False,False,山形,,38度13.3分
a1465,浜中,35,111000,浜中,ハマナカ,38度48.7分,139度47.2分,22m,True,True,True,False,False,False,山形,,38度48.7分
a1488,東根,35,111000,東根,ヒガシネ,38度24.7分,140度22.2分,105m,True,True,True,False,False,False,山形,,38度24.7分
a1539,村山,35,111201,村山,ムラヤマ,38度27.6分,140度20.9分,80m,True,True,True,True,False,True,山形,,38度27.6分
a1562,上山中山,35,100000,上山中山,カミノヤマナカヤマ,38度07.0分,140度12.8分,270m,True,False,False,False,False,False,山形,,38度07.0分
a1664,酒田大沢,35,100000,酒田大沢,サカタオオサワ,38度57.9分,139度59.9分,65m,True,False,False,False,False,False,山形,,38度57.9分
a0241,栗駒山,34,100000,栗駒山,クリコマヤマ,38度56.7分,140度48.2分,1100m,True,False,False,False,False,False,宮城,,38度56.7分
a0242,気仙沼,34,111200,気仙沼,ケセンヌマ,38度54.4分,141度33.4分,62m,True,True,True,True,False,False,宮城,,38度54.4分
a0243,川渡,34,111210,川渡,カワタビ,38度44.6分,140度45.6分,170m,True,True,True,True,True,False,宮城,,38度44.6分
a0244,築館,34,111201,築館,ツキダテ,38度44.1分,141度00.3分,25m,True,True,True,True,False,True,宮城,,38度44.1分
a0245,箕輪山,34,100000,箕輪山,ミノワヤマ,38度39.8分,140度38.4分,680m,True,False,False,False,False,False,宮城,,38度39.8分
a0246,志津川,34,111200,志津川,シヅガワ,38度40.9分,141度26.9分,39m,True,True,True,True,False,False,宮城,,38度40.9分
a0247,古川,34,111211,古川,フルカワ,38度35.9分,140度54.7分,28m,True,True,True,True,True,True,宮城,,38度35.9分
a0248,大衡,34,111200,大衡,オオヒラ,38度28.4分,140度53.3分,57m,True,True,True,True,False,False,宮城,,38度28.4分
a0249,鹿島台,34,111200,鹿島台,カシマダイ,38度27.6分,141度05.5分,3m,True,True,True,True,False,False,宮城,,38度27.6分
s47592,石巻,34,111111,石巻,イシノマキ,38度25.6分,141度17.9分,42.5m,True,True,True,True,True,True,宮城,,38度25.6分
a0251,新川,34,111211,新川,ニッカワ,38度18.2分,140度38.2分,265m,True,True,True,True,True,True,宮城,,38度18.2分
a0252,鷹巣山,34,100000,鷹巣山,タカノスヤマ,38度15.8分,140度35.5分,705m,True,False,False,False,False,False,宮城,,38度15.8分
s47590,仙台,34,111111,仙台,センダイ,38度15.7分,140度53.8分,38.9m,True,True,True,True,True,True,宮城,,38度15.7分
a0254,川崎,34,111100,川崎,カワサキ,38度10.7分,140度38.1分,200m,True,True,True,True,False,False,宮城,,38度10.7分
a0255,不忘山,34,100000,不忘山,フボウヤマ,38度04.3分,140度30.1分,1050m,True,False,False,False,False,False,宮城,,38度04.3分
a0256,白石,34,111211,白石,シロイシ,38度00.9分,140度36.7分,86m,True,True,True,True,True,True,宮城,,38度00.9分
a0257,亘理,34,111200,亘理,ワタリ,38度01.5分,140度51.5分,4m,True,True,True,True,False,False,宮城,,38度01.5分
a0985,雄勝,34,100000,雄勝,オガツ,38度31.2分,141度27.9分,24m,True,False,False,False,False,False,宮城,,38度31.2分
a1029,米山,34,111200,米山,ヨネヤマ,38度37.6分,141度11.3分,5m,True,True,True,True,False,False,宮城,,38度37.6分
a1030,塩釜,34,111200,塩釜,シオガマ,38度20.3分,141度00.8分,105m,True,True,True,True,False,False,宮城,,38度20.3分
a1126,駒ノ湯,34,111210,駒ノ湯,コマノユ,38度54.8分,140度49.7分,525m,True,True,True,True,True,False,宮城,,38度54.8分
a1220,丸森,34,111200,丸森,マルモリ,37度55.9分,140度46.7分,18m,True,True,True,True,False,False,宮城,,37度55.9分
a1267,花山,34,100000,花山,ハナヤマ,38度46.4分,140度52.0分,150m,True,False,False,False,False,False,宮城,,38度46.4分
a1290,江ノ島,34,111200,江ノ島,エノシマ,38度23.9分,141度35.8分,40m,True,True,True,True,False,False,宮城,,38度23.9分
a1298,筆甫,34,100000,筆甫,ヒッポ,37度49.6分,140度43.7分,305m,True,False,False,False,False,False,宮城,,37度49.6分
a1365,泉ケ岳,34,100000,泉ケ岳,イズミガダケ,38度24.4分,140度43.3分,630m,True,False,False,False,False,False,宮城,,38度24.4分
a1464,名取,34,111010,名取,ナトリ,38度08.3分,140度55.0分,2m,True,True,True,False,True,False,宮城,,38度08.3分
a1526,鴬沢,34,100000,鴬沢,ウグイスザワ,38度48.3分,140度56.9分,33m,True,False,False,False,False,False,宮城,,38度48.3分
a1561,加美,34,100000,加美,カミ,38度34.3分,140度43.6分,195m,True,False,False,False,False,False,宮城,,38度34.3分
a1564,蔵王,34,111201,蔵王,ザオウ,38度07.6分,140度40.8分,112m,True,True,True,True,False,True,宮城,,38度07.6分
a1597,栗駒深山,34,100000,栗駒深山,クリコマフカヤマ,38度51.8分,140度50.6分,550m,True,False,False,False,False,False,宮城,,38度51.8分
a1600,栗駒,34,10,栗駒,クリコマ,38度56.4分,140度49.0分,850m,False,False,False,False,True,False,宮城,,38度56.4分
a1626,女川,34,111200,女川,オナガワ,38度26.8分,141度27.0分,38m,True,True,True,True,False,False,宮城,,38度26.8分
a1630,桃生,34,111000,桃生,モノウ,38度33.6分,141度14.7分,5m,True,True,True,False,False,False,宮城,,38度33.6分
a1631,東松島,34,111000,東松島,ヒガシマツシマ,38度25.6分,141度12.8分,4m,True,True,True,False,False,False,宮城,,38度25.6分
a1632,岩沼,34,100000,岩沼,イワヌマ,38度06.4分,140度52.6分,4m,True,False,False,False,False,False,宮城,,38度06.4分
a0546,朝日,55,111211,朝日,アサヒ,36度56.2分,137度33.8分,43m,True,True,True,True,True,True,富山,,36度56.2分
a0547,魚津,55,111211,魚津,ウオヅ,36度49.3分,137度25.7分,48m,True,True,True,True,True,True,富山,,36度49.3分
a0548,宇奈月,55,100000,宇奈月,ウナヅキ,36度50.8分,137度33.5分,160m,True,False,False,False,False,False,富山,,36度50.8分
a0549,嘉例沢,55,100000,嘉例沢,カレイザワ,36度49.5分,137度32.2分,420m,True,False,False,False,False,False,富山,,36度49.5分
s47606,伏木,55,111111,伏木,フシキ,36度47.5分,137度03.3分,11.6m,True,True,True,True,True,True,富山,,36度47.5分
s47607,富山,55,111111,富山,トヤマ,36度42.5分,137度12.1分,8.6m,True,True,True,True,True,True,富山,,36度42.5分
a0552,砺波,55,111211,砺波,トナミ,36度36.6分,136度57.3分,69m,True,True,True,True,True,True,富山,,36度36.6分
a0553,上市,55,111200,上市,カミイチ,36度40.2分,137度25.4分,296m,True,True,True,True,False,False,富山,,36度40.2分
a0554,南砺高宮,55,111200,南砺高宮,ナントタカミヤ,36度32.7分,136度52.3分,91m,True,True,True,True,False,False,富山,,36度32.7分
a0555,八尾,55,111201,八尾,ヤツオ,36度34.2分,137度09.5分,124m,True,True,True,True,False,True,富山,,36度34.2分
a0556,小谷,55,100000,小谷,オタニ,36度34.2分,137度18.0分,340m,True,False,False,False,False,False,富山,,36度34.2分
a0557,立山,55,100000,立山,タテヤマ,36度34.9分,137度34.7分,2291m,True,False,False,False,False,False,富山,,36度34.9分
a0558,細尾峠,55,100000,細尾峠,ホソオトウゲ,36度26.7分,136度53.8分,740m,True,False,False,False,False,False,富山,,36度26.7分
a0559,谷折,55,100000,谷折,タニオリ,36度29.3分,137度06.0分,700m,True,False,False,False,False,False,富山,,36度29.3分
a1309,氷見,55,111210,氷見,ヒミ,36度51.8分,136度57.6分,7m,True,True,True,True,True,False,富山,,36度51.8分
a1412,宇奈月,55,100000,宇奈月,ウナヅキ,36度50.8分,137度33.4分,160m,True,False,False,False,False,False,富山,,36度50.8分
a1413,平,55,100000,平,タイラ,36度26.0分,136度57.0分,282m,True,False,False,False,False,False,富山,,36度26.0分
a1414,大山,55,100000,大山,オオヤマ,36度36.5分,137度17.0分,128m,True,False,False,False,False,False,富山,,36度36.5分
a1415,細入,55,100000,細入,ホソイリ,36度29.7分,137度14.4分,185m,True,False,False,False,False,False,富山,,36度29.7分
a1455,猪谷,55,100010,猪谷,イノタニ,36度28.4分,137度14.2分,215m,True,False,False,False,True,False,富山,,36度28.4分
a1533,秋ヶ島,55,111010,秋ヶ島,アキガシマ,36度38.9分,137度11.2分,24m,True,True,True,False,True,False,富山,,36度38.9分
a1553,五箇山,55,100000,五箇山,ゴカヤマ,36度25.8分,136度56.5分,357m,True,False,False,False,False,False,富山,,36度25.8分
a1621,立山芦峅,55,100000,立山芦峅,タテヤマアシクラ,36度34.6分,137度23.1分,379m,True,False,False,False,False,False,富山,,36度34.6分
a0515,村上,54,111201,村上,ムラカミ,38度13.6分,139度28.7分,10m,True,True,True,True,False,True,新潟,,38度13.6分
a0516,鷲ケ巣山,54,100000,鷲ケ巣山,ワシガスヤマ,38度13.7分,139度38.3分,695m,True,False,False,False,False,False,新潟,,38度13.7分
s47602,相川,54,111111,相川,アイカワ,38度01.7分,138度14.4分,5.5m,True,True,True,True,True,True,新潟,,38度01.7分
a0518,両津,54,111200,両津,リョウツ,38度04.4分,138度26.4分,2m,True,True,True,True,False,False,新潟,,38度04.4分
s47604,新潟,54,111111,新潟,ニイガタ,37度53.6分,139度01.1分,4.1m,True,True,True,True,True,True,新潟,,37度53.6分
a0520,二王子岳,54,100000,二王子岳,ニノウジダケ,37度54.4分,139度27.1分,382m,True,False,False,False,False,False,新潟,,37度54.4分
a0521,新津,54,111211,新津,ニイツ,37度47.5分,139度05.2分,3m,True,True,True,True,True,True,新潟,,37度47.5分
a0522,巻,54,111200,巻,マキ,37度46.1分,138度54.8分,2m,True,True,True,True,False,False,新潟,,37度46.1分
a0523,宝珠山,54,100000,宝珠山,ホウシュサン,37度46.7分,139度17.3分,200m,True,False,False,False,False,False,新潟,,37度46.7分
a0524,寺泊,54,111200,寺泊,テラドマリ,37度38.4分,138度46.0分,44m,True,True,True,True,False,False,新潟,,37度38.4分
a0525,三条,54,111200,三条,サンジョウ,37度38.4分,138度57.3分,9m,True,True,True,True,False,False,新潟,,37度38.4分
a0526,村松,54,100000,村松,ムラマツ,37度41.8分,139度11.3分,25m,True,False,False,False,False,False,新潟,,37度41.8分
a0527,津川,54,111210,津川,ツガワ,37度40.3分,139度26.8分,100m,True,True,True,True,True,False,新潟,,37度40.3分
a0528,粟ヶ岳,54,100000,粟ヶ岳,アワガタケ,37度34.8分,139度08.1分,242m,True,False,False,False,False,False,新潟,,37度34.8分
a0529,長岡,54,111210,長岡,ナガオカ,37度27.0分,138度49.4分,23m,True,True,True,True,True,False,新潟,,37度27.0分
a0530,栃尾,54,100000,栃尾,トチオ,37度28.5分,138度59.5分,83m,True,False,False,False,False,False,新潟,,37度28.5分
a0531,守門岳,54,100000,守門岳,スモンダケ,37度24.3分,139度05.4分,737m,True,False,False,False,False,False,新潟,,37度24.3分
a0532,柏崎,54,111211,柏崎,カシワザキ,37度21.1分,138度33.2分,7m,True,True,True,True,True,True,新潟,,37度21.1分
a0533,桜坂峠,54,100000,桜坂峠,サクラザカトウゲ,37度12.7分,138度31.6分,470m,True,False,False,False,False,False,新潟,,37度12.7分
a0534,小出,54,111210,小出,コイデ,37度13.6分,138度57.8分,98m,True,True,True,True,True,False,新潟,,37度13.6分
s47612,高田,54,111111,高田,タカダ,37度06.4分,138度14.8分,12.9m,True,True,True,True,True,True,新潟,,37度06.4分
a0536,安塚,54,111210,安塚,ヤスヅカ,37度06.4分,138度27.4分,126m,True,True,True,True,True,False,新潟,,37度06.4分
a0537,十日町,54,111210,十日町,トオカマチ,37度08.6分,138度43.6分,170m,True,True,True,True,True,False,新潟,,37度08.6分
a0538,枝折峠,54,100000,枝折峠,シオリトウゲ,37度09.3分,139度07.8分,1060m,True,False,False,False,False,False,新潟,,37度09.3分
a0539,糸魚川,54,111200,糸魚川,イトイガワ,37度02.6分,137度52.5分,8m,True,True,True,True,False,False,新潟,,37度02.6分
a0540,能生,54,111210,能生,ノウ,37度05.0分,138度01.4分,55m,True,True,True,True,True,False,新潟,,37度05.0分
a0541,光ケ原,54,100000,光ケ原,ヒカリガハラ,37度00.3分,138度22.3分,805m,True,False,False,False,False,False,新潟,,37度00.3分
a0542,大沢峠,54,100000,大沢峠,オオサワトウゲ,37度02.3分,138度47.2分,673m,True,False,False,False,False,False,新潟,,37度02.3分
a0543,津南,54,111210,津南,ツナン,36度59.8分,138度41.0分,452m,True,True,True,True,True,False,新潟,,36度59.8分
a0544,湯沢,54,111210,湯沢,ユザワ,36度56.5分,138度48.6分,340m,True,True,True,True,True,False,新潟,,36度56.5分
a0545,袴岳,54,100000,袴岳,ハカマダケ,36度52.2分,138度16.6分,850m,True,False,False,False,False,False,新潟,,36度52.2分
a0995,粟島,54,111200,粟島,アワシマ,38度27.9分,139度15.2分,4m,True,True,True,True,False,False,新潟,,38度27.9分
