stid,stname,prid,kansoku,地点名,カナ,北緯,東経,標高,rain,wind,temp,sun,snow,etc,地域名,南緯,緯度
a0920,花背峠,61,100000,花背峠,ハナセトウゲ,35度09.4分,135度47.3分,710m,True,False,False,False,False,False,京都,,35度09.4分
a0927,知井,61,100000,知井,チイ,35度19.3分,135度38.8分,250m,True,False,False,False,False,False,京都,,35度19.3分
a0928,京北,61,100000,京北,ケイホク,35度10.9分,135度39.7分,260m,True,False,False,False,False,False,京都,,35度10.9分
a0965,間人,61,111201,間人,タイザ,35度44.2分,135度05.2分,42m,True,True,True,True,False,True,京都,,35度44.2分
a0966,本庄,61,100000,本庄,ホンジョウ,35度15.6分,135度23.7分,95m,True,False,False,False,False,False,京都,,35度15.6分
a1025,長岡京,61,100000,長岡京,ナガオカキョウ,34度55.8分,135度40.7分,71m,True,False,False,False,False,False,京都,,34度55.8分
a1160,睦寄,61,100000,睦寄,ムツヨリ,35度22.9分,135度27.2分,175m,True,False,False,False,False,False,京都,,35度22.9分
a1303,美山,61,111211,美山,ミヤマ,35度16.5分,135度33.0分,200m,True,True,True,True,True,True,京都,,35度16.5分
a1378,須知,61,100000,須知,シュウチ,35度10.6分,135度25.2分,150m,True,False,False,False,False,False,京都,,35度10.6分
a1379,三岳,61,100000,三岳,ミタケ,35度22.0分,135度03.0分,118m,True,False,False,False,False,False,京都,,35度22.0分
a1380,綾部,61,100000,綾部,アヤベ,35度17.6分,135度15.5分,51m,True,False,False,False,False,False,京都,,35度17.6分
a1383,三和,61,100000,三和,ミワ,35度13.0分,135度13.9分,105m,True,False,False,False,False,False,京都,,35度13.0分
a1641,坂浦,61,100000,坂浦,サカウラ,35度25.1分,135度05.2分,223m,True,False,False,False,False,False,京都,,35度25.1分
a1671,綾部山家,61,100000,綾部山家,アヤベヤマガ,35度17.8分,135度18.9分,87m,True,False,False,False,False,False,京都,,35度17.8分
s47616,福井,57,111111,福井,フクイ,36度03.3分,136度13.3分,8.8m,True,True,True,True,True,True,福井,,36度03.3分
a0573,大野,57,111210,大野,オオノ,35度58.3分,136度29.8分,182m,True,True,True,True,True,False,福井,,35度58.3分
a0574,タイラ山,57,100000,タイラ山,タイラヤマ,35度59.2分,136度36.4分,510m,True,False,False,False,False,False,福井,,35度59.2分
a0575,春日野,57,100000,春日野,カスガノ,35度51.5分,136度08.0分,270m,True,False,False,False,False,False,福井,,35度51.5分
a0576,板垣,57,100000,板垣,イタガキ,35度52.4分,136度18.5分,620m,True,False,False,False,False,False,福井,,35度52.4分
a0577,今庄,57,111210,今庄,イマジョウ,35度46.0分,136度12.0分,128m,True,True,True,True,True,False,福井,,35度46.0分
s47631,敦賀,57,111111,敦賀,ツルガ,35度39.2分,136度03.7分,1.6m,True,True,True,True,True,True,福井,,35度39.2分
a0579,小浜,57,111211,小浜,オバマ,35度29.0分,135度46.9分,10m,True,True,True,True,True,True,福井,,35度29.0分
a0974,美山,57,100000,美山,ミヤマ,35度59.9分,136度21.5分,70m,True,False,False,False,False,False,福井,,35度59.9分
a0975,川上,57,100000,川上,カワカミ,35度26.4分,135度31.4分,75m,True,False,False,False,False,False,福井,,35度26.4分
a1010,美浜,57,111200,美浜,ミハマ,35度36.0分,135度55.0分,10m,True,True,True,True,False,False,福井,,35度36.0分
a1071,三国,57,111200,三国,ミクニ,36度14.6分,136度10.4分,34m,True,True,True,True,False,False,福井,,36度14.6分
a1226,勝山,57,111200,勝山,カツヤマ,36度02.3分,136度31.3分,196m,True,True,True,True,False,False,福井,,36度02.3分
a1316,越廼,57,111201,越廼,コシノ,36度00.7分,135度59.4分,30m,True,True,True,True,False,True,福井,,36度00.7分
a1382,九頭竜,57,100010,九頭竜,クズリュウ,35度54.5分,136度40.1分,436m,True,False,False,False,True,False,福井,,35度54.5分
a1454,大飯,57,100000,大飯,オオイ,35度28.8分,135度37.0分,3m,True,False,False,False,False,False,福井,,35度28.8分
a1537,春江,57,111000,春江,ハルエ,36度08.5分,136度13.4分,5m,True,True,True,False,False,False,福井,,36度08.5分
a1565,武生,57,100010,武生,タケフ,35度54.3分,136度10.4分,32m,True,False,False,False,True,False,福井,,35度54.3分
a0473,神岡,52,111210,神岡,カミオカ,36度19.3分,137度18.5分,455m,True,True,True,True,True,False,岐阜,,36度19.3分
a0474,流葉山,52,100000,流葉山,ナガレハヤマ,36度19.6分,137度14.9分,1280m,True,False,False,False,False,False,岐阜,,36度19.6分
a0475,森茂,52,100000,森茂,モリモ,36度10.5分,137度01.5分,1262m,True,False,False,False,False,False,岐阜,,36度10.5分
s47617,高山,52,111111,高山,タカヤマ,36度09.3分,137度15.2分,560m,True,True,True,True,True,True,岐阜,,36度09.3分
a0477,乗鞍岳,52,100000,乗鞍岳,ノリクラダケ,36度07.3分,137度33.4分,2730m,True,False,False,False,False,False,岐阜,,36度07.3分
a0478,大日岳,52,100000,大日岳,ダイニチダケ,36度01.3分,136度51.2分,1280m,True,False,False,False,False,False,岐阜,,36度01.3分
a0479,新渕山,52,100000,新渕山,アラブチヤマ,36度01.9分,136度58.5分,1145m,True,False,False,False,False,False,岐阜,,36度01.9分
a0480,船山,52,100000,船山,フナヤマ,36度02.1分,137度15.6分,880m,True,False,False,False,False,False,岐阜,,36度02.1分
a0481,白尾山,52,100000,白尾山,シラオサン,35度54.2分,136度56.9分,1272m,True,False,False,False,False,False,岐阜,,35度54.2分
a0482,白鳥,52,111100,白鳥,シロトリ,35度52.1分,136度51.8分,372m,True,True,True,True,False,False,岐阜,,35度52.1分
a0483,萩原,52,111201,萩原,ハギワラ,35度53.3分,137度12.4分,425m,True,True,True,True,False,True,岐阜,,35度53.3分
a0484,蕪山,52,100000,蕪山,カブラヤマ,35度44.1分,136度47.9分,1069m,True,False,False,False,False,False,岐阜,,35度44.1分
a0485,八幡,52,111200,八幡,ハチマン,35度45.4分,136度58.7分,271m,True,True,True,True,False,False,岐阜,,35度45.4分
a0486,樽見,52,111211,樽見,タルミ,35度38.3分,136度36.1分,190m,True,True,True,True,True,True,岐阜,,35度38.3分
a0487,金山,52,111200,金山,カナヤマ,35度39.7分,137度09.6分,233m,True,True,True,True,False,False,岐阜,,35度39.7分
a0488,三界山,52,100000,三界山,サンガイヤマ,35度39.0分,137度31.0分,1117m,True,False,False,False,False,False,岐阜,,35度39.0分
a0489,権現山,52,100000,権現山,ゴンゲンヤマ,35度34.9分,136度30.1分,750m,True,False,False,False,False,False,岐阜,,35度34.9分
a0490,伽藍,52,100000,伽藍,ガラン,35度30.9分,137度13.8分,650m,True,False,False,False,False,False,岐阜,,35度30.9分
a0491,美濃加茂,52,111200,美濃加茂,ミノカモ,35度26.7分,137度00.3分,74m,True,True,True,True,False,False,岐阜,,35度26.7分
a0492,柄石峠,52,100000,柄石峠,ガライシトウゲ,35度24.2分,137度12.4分,365m,True,False,False,False,False,False,岐阜,,35度24.2分
a0493,恵那,52,111200,恵那,エナ,35度26.8分,137度24.2分,315m,True,True,True,True,False,False,岐阜,,35度26.8分
a0494,中津川,52,111200,中津川,ナカツガワ,35度28.6分,137度29.2分,378m,True,True,True,True,False,False,岐阜,,35度28.6分
a0495,関ケ原,52,111211,関ケ原,セキガハラ,35度21.8分,136度28.0分,130m,True,True,True,True,True,True,岐阜,,35度21.8分
a0496,大垣,52,111200,大垣,オオガキ,35度20.8分,136度37.2分,6m,True,True,True,True,False,False,岐阜,,35度20.8分
s47632,岐阜,52,111111,岐阜,ギフ,35度24.0分,136度45.7分,12.7m,True,True,True,True,True,True,岐阜,,35度24.0分
a0498,三森山,52,100000,三森山,ミツモリサン,35度22.6分,137度31.6分,1130m,True,False,False,False,False,False,岐阜,,35度22.6分
a1057,美濃,52,111200,美濃,ミノ,35度33.3分,136度54.6分,68m,True,True,True,True,False,False,岐阜,,35度33.3分
a1058,多治見,52,111200,多治見,タジミ,35度20.8分,137度06.5分,120m,True,True,True,True,False,False,岐阜,,35度20.8分
a1059,上石津,52,100000,上石津,カミイシヅ,35度14.8分,136度27.5分,193m,True,False,False,False,False,False,岐阜,,35度14.8分
a1061,栃尾,52,111200,栃尾,トチオ,36度14.9分,137度30.2分,765m,True,True,True,True,False,False,岐阜,,36度14.9分
a1066,宮地,52,111200,宮地,ミヤジ,35度45.8分,137度17.3分,450m,True,True,True,True,False,False,岐阜,,35度45.8分
a1153,平井,52,100000,平井,ヒライ,35度34.0分,136度43.7分,325m,True,False,False,False,False,False,岐阜,,35度34.0分
a1299,長滝,52,111211,長滝,ナガタキ,35度55.4分,136度49.9分,430m,True,True,True,True,True,True,岐阜,,35度55.4分
a1301,揖斐川,52,111200,揖斐川,イビガワ,35度29.1分,136度34.0分,45m,True,True,True,True,False,False,岐阜,,35度29.1分
a1305,六厩,52,111200,六厩,ムマヤ,36度03.6分,137度02.1分,1015m,True,True,True,True,False,False,岐阜,,36度03.6分
a1306,白川,52,111210,白川,シラカワ,36度16.4分,136度53.8分,478m,True,True,True,True,True,False,岐阜,,36度16.4分
a1308,河合,52,111210,河合,カワイ,36度18.3分,137度06.0分,471m,True,True,True,True,True,False,岐阜,,36度18.3分
a1311,宮之前,52,111200,宮之前,ミヤノマエ,36度00.9分,137度23.3分,930m,True,True,True,True,False,False,岐阜,,36度00.9分
a1313,黒川,52,111200,黒川,クロカワ,35度35.9分,137度19.1分,517m,True,True,True,True,False,False,岐阜,,35度35.9分
a1363,大日,52,100000,大日,ダイニチ,36度01.1分,136度52.9分,1178m,True,False,False,False,False,False,岐阜,,36度01.1分
a1384,付知,52,100000,付知,ツケチ,35度39.7分,137度25.6分,461m,True,False,False,False,False,False,岐阜,,35度39.7分
a1387,御母衣,52,100000,御母衣,ミボロ,36度08.8分,136度54.5分,640m,True,False,False,False,False,False,岐阜,,36度08.8分
a1390,小津,52,100000,小津,オヅ,35度33.7分,136度32.4分,573m,True,False,False,False,False,False,岐阜,,35度33.7分
a1396,十二岳,52,100000,十二岳,ジュウニダケ,36度11.3分,137度22.1分,1010m,True,False,False,False,False,False,岐阜,,36度11.3分
a1436,ひるがの,52,100000,ひるがの,ヒルガノ,36度00.6分,136度53.6分,885m,True,False,False,False,False,False,岐阜,,36度00.6分
a1437,清見,52,100000,清見,キヨミ,36度10.8分,137度02.7分,740m,True,False,False,False,False,False,岐阜,,36度10.8分
a1438,丹生川,52,100000,丹生川,ニュウカワ,36度11.2分,137度22.3分,910m,True,False,False,False,False,False,岐阜,,36度11.2分
a1577,関市板取,52,100000,関市板取,セキシイタドリ,35度43.4分,136度47.0分,351m,True,False,False,False,False,False,岐阜,,35度43.4分
a0393,野沢温泉,48,111210,野沢温泉,ノザワオンセン,36度54.7分,138度26.5分,576m,True,True,True,True,True,False,長野,,36度54.7分
a0394,信濃町,48,111210,信濃町,シナノマチ,36度48.5分,138度11.8分,685m,True,True,True,True,True,False,長野,,36度48.5分
a0395,飯山,48,111211,飯山,イイヤマ,36度52.5分,138度22.5分,313m,True,True,True,True,True,True,長野,,36度52.5分
a0396,白馬,48,111210,白馬,ハクバ,36度41.9分,137度51.7分,703m,True,True,True,True,True,False,長野,,36度41.9分
s47610,長野,48,111111,長野,ナガノ,36度39.7分,138度11.5分,418.2m,True,True,True,True,True,True,長野,,36度39.7分
a0398,笠岳,48,100000,笠岳,カサダケ,36度39.9分,138度27.5分,1473m,True,False,False,False,False,False,長野,,36度39.9分
a0399,大町,48,111210,大町,オオマチ,36度31.4分,137度49.9分,784m,True,True,True,True,True,False,長野,,36度31.4分
a0400,信州新町,48,111200,信州新町,シンシュウシンマチ,36度32.9分,137度59.8分,509m,True,True,True,True,False,False,長野,,36度32.9分
a0401,四阿屋山,48,100000,四阿屋山,アズマヤサン,36度25.1分,138度03.3分,1387m,True,False,False,False,False,False,長野,,36度25.1分
a0402,上田,48,111201,上田,ウエダ,36度24.0分,138度15.9分,502m,True,True,True,True,False,True,長野,,36度24.0分
a0403,燕岳,48,100000,燕岳,ツバクロダケ,36度23.3分,137度44.3分,1840m,True,False,False,False,False,False,長野,,36度23.3分
a0404,穂高,48,111200,穂高,ホタカ,36度20.6分,137度52.9分,540m,True,True,True,True,False,False,長野,,36度20.6分
s47622,軽井沢,48,111111,軽井沢,カルイザワ,36度20.5分,138度32.8分,999.1m,True,True,True,True,True,True,長野,,36度20.5分
s47618,松本,48,111111,松本,マツモト,36度14.8分,137度58.2分,610m,True,True,True,True,True,True,長野,,36度14.8分
a0407,鹿教湯,48,100000,鹿教湯,カケユ,36度18.1分,138度08.2分,721m,True,False,False,False,False,False,長野,,36度18.1分
a0408,佐久,48,111200,佐久,サク,36度14.8分,138度28.6分,683m,True,True,True,True,False,False,長野,,36度14.8分
a0409,高ボッチ,48,100000,高ボッチ,タカボッチ,36度09.0分,138度02.6分,1670m,True,False,False,False,False,False,長野,,36度09.0分
a0410,茂来山,48,100000,茂来山,モライサン,36度06.5分,138度32.0分,1450m,True,False,False,False,False,False,長野,,36度06.5分
s47620,諏訪,48,111111,諏訪,スワ,36度02.7分,138度06.5分,760.1m,True,True,True,True,True,True,長野,,36度02.7分
a0412,八ケ岳,48,100000,八ケ岳,ヤツガタケ,36度01.6分,138度18.7分,1830m,True,False,False,False,False,False,長野,,36度01.6分
a0413,木曽平沢,48,111100,木曽平沢,キソヒラサワ,35度59.0分,137度50.1分,900m,True,True,True,True,False,False,長野,,35度59.0分
a0414,原村,48,111200,原村,ハラムラ,35度58.2分,138度13.2分,1017m,True,True,True,True,False,False,長野,,35度58.2分
a0415,野辺山,48,111200,野辺山,ノベヤマ,35度56.9分,138度28.3分,1350m,True,True,True,True,False,False,長野,,35度56.9分
a0416,御嶽山,48,100000,御嶽山,オンタケサン,35度52.3分,137度30.2分,2195m,True,False,False,False,False,False,長野,,35度52.3分
a0417,木曽福島,48,111201,木曽福島,キソフクシマ,35度50.4分,137度41.3分,750m,True,True,True,True,False,True,長野,,35度50.4分
a0418,高遠,48,111100,高遠,タカトウ,35度50.3分,138度03.4分,780m,True,True,True,True,False,False,長野,,35度50.3分
a0419,入笠山,48,100000,入笠山,ニュウカサヤマ,35度53.4分,138度09.3分,1795m,True,False,False,False,False,False,長野,,35度53.4分
a0420,宮田高原,48,100000,宮田高原,ミヤダコウゲン,35度46.4分,137度53.1分,1660m,True,False,False,False,False,False,長野,,35度46.4分
a0421,松峯,48,100000,松峯,マツミネ,35度44.4分,138度07.1分,1920m,True,False,False,False,False,False,長野,,35度44.4分
a0422,須原,48,100000,須原,スハラ,35度41.9分,137度41.5分,535m,True,False,False,False,False,False,長野,,35度41.9分
a0423,摺古木山,48,100000,摺古木山,スリコギヤマ,35度35.6分,137度44.0分,1700m,True,False,False,False,False,False,長野,,35度35.6分
a0424,飯島,48,111200,飯島,イイジマ,35度39.2分,137度53.9分,728m,True,True,True,True,False,False,長野,,35度39.2分
a0425,笹山,48,100000,笹山,ササヤマ,35度36.5分,138度05.1分,1732m,True,False,False,False,False,False,長野,,35度36.5分
s47637,飯田,48,111111,飯田,イイダ,35度31.4分,137度49.3分,516.4m,True,True,True,True,True,True,長野,,35度31.4分
a0427,恵那山,48,100000,恵那山,エナサン,35度25.7分,137度37.2分,1602m,True,False,False,False,False,False,長野,,35度25.7分
a0428,鶯巣,48,100000,鶯巣,ウグス,35度15.8分,137度49.8分,265m,True,False,False,False,False,False,長野,,35度15.8分
a0992,菅平,48,111210,菅平,スガダイラ,36度31.9分,138度19.5分,1253m,True,True,True,True,True,False,長野,,36度31.9分
a0993,東御,48,111200,東御,トウミ,36度23.0分,138度23.0分,958m,True,True,True,True,False,False,長野,,36度23.0分
a0994,上高地,48,100000,上高地,カミコウチ,36度14.9分,137度38.0分,1510m,True,False,False,False,False,False,長野,,36度14.9分
a1022,南木曽,48,111200,南木曽,ナギソ,35度36.6分,137度37.2分,560m,True,True,True,True,False,False,長野,,35度36.6分
a1090,南小谷,48,100000,南小谷,ミナミオタリ,36度48.0分,137度54.3分,467m,True,False,False,False,False,False,長野,,36度48.0分
a1162,鬼無里,48,100000,鬼無里,キナサ,36度41.3分,137度57.9分,778m,True,False,False,False,False,False,長野,,36度41.3分
a1300,立科,48,111200,立科,タテシナ,36度16.3分,138度18.8分,715m,True,True,True,True,False,False,長野,,36度16.3分
a1312,奈川,48,111200,奈川,ナガワ,36度05.3分,137度41.0分,1068m,True,True,True,True,False,False,長野,,36度05.3分
a1314,開田高原,48,111211,開田高原,カイダコウゲン,35度56.3分,137度36.1分,1130m,True,True,True,True,True,True,長野,,35度56.3分
a1317,浪合,48,111200,浪合,ナミアイ,35度22.4分,137度41.5分,940m,True,True,True,True,False,False,長野,,35度22.4分
a1319,辰野,48,111200,辰野,タツノ,35度59.0分,137度59.0分,732m,True,True,True,True,False,False,長野,,35度59.0分
a1323,南信濃,48,111200,南信濃,ミナミシナノ,35度19.3分,137度55.9分,407m,True,True,True,True,False,False,長野,,35度19.3分
a1339,阿南,48,100000,阿南,アナン,35度18.8分,137度48.7分,610m,True,False,False,False,False,False,長野,,35度18.8分
a1360,聖高原,48,100000,聖高原,ヒジリコウゲン,36度29.2分,138度04.1分,985m,True,False,False,False,False,False,長野,,36度29.2分
a1392,網掛山,48,100000,網掛山,アミカケヤマ,35度26.9分,137度41.8分,1120m,True,False,False,False,False,False,長野,,35度26.9分
a1394,大鹿,48,100000,大鹿,オオシカ,35度33.4分,138度02.4分,718m,True,False,False,False,False,False,長野,,35度33.4分
a1397,杉島,48,100000,杉島,スギシマ,35度43.6分,138度05.6分,905m,True,False,False,False,False,False,長野,,35度43.6分
a1399,十石峠,48,100000,十石峠,ジッコクトウゲ,36度06.5分,138度38.7分,1370m,True,False,False,False,False,False,長野,,36度06.5分
a1411,小谷,48,100010,小谷,オタリ,36度49.3分,137度55.8分,550m,True,False,False,False,True,False,長野,,36度49.3分
a1445,伊那,48,111200,伊那,イナ,35度49.5分,137度57.3分,633m,True,True,True,True,False,False,長野,,35度49.5分
a1529,松本今井,48,111000,松本今井,マツモトイマイ,36度10.0分,137度55.3分,658m,True,True,True,False,False,False,長野,,36度10.0分
a1549,北相木,48,100000,北相木,キタアイキ,36度04.3分,138度36.7分,1185m,True,False,False,False,False,False,長野,,36度04.3分
a1550,白樺湖,48,100000,白樺湖,シラカバコ,36度06.3分,138度13.7分,1440m,True,False,False,False,False,False,長野,,36度06.3分
a1551,高遠,48,100000,高遠,タカトオ,35度57.2分,138度06.5分,1075m,True,False,False,False,False,False,長野,,35度57.2分
a1591,宮田,48,100000,宮田,ミヤダ,35度45.1分,137度54.7分,717m,True,False,False,False,False,False,長野,,35度45.1分
a1659,王滝大又,48,100000,王滝大又,オウタキオオマタ,35度49.6分,137度33.1分,1035m,True,False,False,False,False,False,長野,,35度49.6分
a1666,木祖薮原,48,111200,木祖薮原,キソヤブハラ,35度56.2分,137度47.2分,985m,True,True,True,True,False,False,長野,,35度56.2分
a0342,前武尊,42,100000,前武尊,マエホタカ,36度46.1分,139度09.8分,1530m,True,False,False,False,False,False,群馬,,36度46.1分
a0343,草津,42,111210,草津,クサツ,36度37.0分,138度35.5分,1223m,True,True,True,True,True,False,群馬,,36度37.0分
a0344,野反湖,42,100000,野反湖,ノゾリコ,36度41.4分,138度39.1分,1570m,True,False,False,False,False,False,群馬,,36度41.4分
a0345,雨見山,42,100000,雨見山,アマミヤマ,36度41.4分,138度51.8分,825m,True,False,False,False,False,False,群馬,,36度41.4分
a0346,沼田,42,111201,沼田,ヌマタ,36度40.1分,139度01.3分,390m,True,True,True,True,False,True,群馬,,36度40.1分
a0347,赤城山,42,100000,赤城山,アカギヤマ,36度32.4分,139度10.5分,1660m,True,False,False,False,False,False,群馬,,36度32.4分
a0348,田代,42,111200,田代,タシロ,36度27.8分,138度27.8分,1230m,True,True,True,True,False,False,群馬,,36度27.8分
a0349,榛名山,42,100000,榛名山,ハルナサン,36度28.3分,138度52.4分,1088m,True,False,False,False,False,False,群馬,,36度28.3分
s47624,前橋,42,111111,前橋,マエバシ,36度24.3分,139度03.6分,112.1m,True,True,True,True,True,True,群馬,,36度24.3分
a0351,桐生,42,111200,桐生,キリュウ,36度24.6分,139度19.5分,117m,True,True,True,True,False,False,群馬,,36度24.6分
a0352,一の字山,42,100000,一の字山,イチノジヤマ,36度22.3分,138度39.5分,1170m,True,False,False,False,False,False,群馬,,36度22.3分
a0353,上里見,42,111200,上里見,カミサトミ,36度22.6分,138度53.7分,183m,True,True,True,True,False,False,群馬,,36度22.6分
a0354,西野牧,42,111200,西野牧,ニシノマキ,36度14.7分,138度42.4分,375m,True,True,True,True,False,False,群馬,,36度14.7分
a0355,藤岡,42,100000,藤岡,フジオカ,36度14.5分,139度04.2分,95m,True,False,False,False,False,False,群馬,,36度14.5分
a0356,館林,42,111200,館林,タテバヤシ,36度14.4分,139度30.8分,23m,True,True,True,True,False,False,群馬,,36度14.4分
a0357,稲含山,42,100000,稲含山,イナフクミヤマ,36度10.2分,138度51.8分,780m,True,False,False,False,False,False,群馬,,36度10.2分
a1019,みなかみ,42,111211,みなかみ,ミナカミ,36度46.4分,138度57.9分,524m,True,True,True,True,True,True,群馬,,36度46.4分
a1020,中之条,42,111200,中之条,ナカノジョウ,36度35.2分,138度51.0分,354m,True,True,True,True,False,False,群馬,,36度35.2分
a1021,伊勢崎,42,111200,伊勢崎,イセサキ,36度19.9分,139度09.9分,64m,True,True,True,True,False,False,群馬,,36度19.9分
a1174,片品,42,100000,片品,カタシナ,36度46.3分,139度14.3分,861m,True,False,False,False,False,False,群馬,,36度46.3分
a1222,藤原,42,111211,藤原,フジワラ,36度51.8分,139度03.5分,700m,True,True,True,True,True,True,群馬,,36度51.8分
a1223,神流,42,111200,神流,カンナ,36度06.5分,138度53.8分,357m,True,True,True,True,False,False,群馬,,36度06.5分
a1259,黒保根,42,100000,黒保根,クロホネ,36度30.1分,139度17.0分,285m,True,False,False,False,False,False,群馬,,36度30.1分
a1375,高手山,42,100000,高手山,タカテヤマ,36度45.0分,139度05.9分,1115m,True,False,False,False,False,False,群馬,,36度45.0分
a0326,那須高原,41,111211,那須高原,ナスコウゲン,37度07.4分,140度02.1分,749m,True,True,True,True,True,True,栃木,,37度07.4分
a0327,黒田原,41,100000,黒田原,クロダワラ,37度01.2分,140度07.2分,340m,True,False,False,False,False,False,栃木,,37度01.2分
a0328,八方が原,41,100000,八方が原,ハッポウガハラ,36度55.2分,139度50.0分,1087m,True,False,False,False,False,False,栃木,,36度55.2分
a0329,黒磯,41,111201,黒磯,クロイソ,36度58.9分,140度01.1分,343m,True,True,True,True,False,True,栃木,,36度58.9分
a0330,八溝山,41,100000,八溝山,ヤミゾサン,36度56.2分,140度15.5分,800m,True,False,False,False,False,False,栃木,,36度56.2分
a0331,大田原,41,111201,大田原,オオタワラ,36度50.4分,140度02.1分,188m,True,True,True,True,False,True,栃木,,36度50.4分
s47690,奥日光（日光）,41,111111,奥日光（日光）,オクニッコウ（ニッコウ）,36度44.3分,139度30.0分,1291.9m,True,True,True,True,True,True,栃木,,36度44.3分
a0333,方塞山,41,100000,方塞山,ホウサイザン,36度37.8分,139度30.5分,1385m,True,False,False,False,False,False,栃木,,36度37.8分
a0334,高根沢,41,100000,高根沢,タカネザワ,36度36.4分,139度59.9分,148m,True,False,False,False,False,False,栃木,,36度36.4分
a0335,鹿沼,41,111200,鹿沼,カヌマ,36度35.5分,139度44.1分,165m,True,True,True,True,False,False,栃木,,36度35.5分
s47615,宇都宮,41,111111,宇都宮,ウツノミヤ,36度32.9分,139度52.1分,119.4m,True,True,True,True,True,True,栃木,,36度32.9分
a0337,葛生,41,100000,葛生,クズウ,36度25.9分,139度35.4分,120m,True,False,False,False,False,False,栃木,,36度25.9分
a0338,真岡,41,111200,真岡,モオカ,36度28.6分,139度59.2分,91m,True,True,True,True,False,False,栃木,,36度28.6分
a0339,足利,41,100000,足利,アシカガ,36度20.5分,139度27.7分,35m,True,False,False,False,False,False,栃木,,36度20.5分
a0340,栃木,41,100000,栃木,トチギ,36度22.4分,139度42.2分,65m,True,False,False,False,False,False,栃木,,36度22.4分
a0341,小山,41,111200,小山,オヤマ,36度20.3分,139度49.8分,44m,True,True,True,True,False,False,栃木,,36度20.3分
a1015,五十里,41,111200,五十里,イカリ,36度55.3分,139度41.7分,620m,True,True,True,True,False,False,栃木,,36度55.3分
a1016,足尾,41,100000,足尾,アシオ,36度38.8分,139度26.9分,650m,True,False,False,False,False,False,栃木,,36度38.8分
a1017,烏山,41,111100,烏山,カラスヤマ,36度39.0分,140度08.8分,162m,True,True,True,True,False,False,栃木,,36度39.0分
a1018,佐野,41,111200,佐野,サノ,36度21.8分,139度34.2分,68m,True,True,True,True,False,False,栃木,,36度21.8分
a1221,土呂部,41,111210,土呂部,ドロブ,36度53.5分,139度34.1分,925m,True,True,True,True,True,False,栃木,,36度53.5分
a1333,今市,41,111200,今市,イマイチ,36度43.6分,139度40.6分,414m,True,True,True,True,False,False,栃木,,36度43.6分
a1334,塩谷,41,111200,塩谷,シオヤ,36度45.4分,139度53.0分,225m,True,True,True,True,False,False,栃木,,36度45.4分
a1605,那須烏山,41,111200,那須烏山,ナスカラスヤマ,36度38.5分,140度07.0分,82m,True,True,True,True,False,False,栃木,,36度38.5分
a1675,日光東町,41,111200,日光東町,ニッコウヒガシマチ,36度45.0分,139度36.9分,561m,True,True,True,True,False,False,栃木,,36度45.0分
a0314,花園,40,100000,花園,ハナゾノ,36度52.1分,140度38.2分,370m,True,False,False,False,False,False,茨城,,36度52.1分
a0315,北茨城,40,111201,北茨城,キタイバラキ,36度50.0分,140度46.3分,5m,True,True,True,True,False,True,茨城,,36度50.0分
a0316,大子,40,111200,大子,ダイゴ,36度46.7分,140度20.7分,120m,True,True,True,True,False,False,茨城,,36度46.7分
a0317,神峰山,40,100000,神峰山,カミネサン,36度38.0分,140度36.5分,592m,True,False,False,False,False,False,茨城,,36度38.0分
a0318,笠間,40,111200,笠間,カサマ,36度23.7分,140度14.4分,72m,True,True,True,True,False,False,茨城,,36度23.7分
s47629,水戸,40,111111,水戸,ミト,36度22.8分,140度28.0分,29m,True,True,True,True,True,True,茨城,,36度22.8分
a0320,古河,40,111200,古河,コガ,36度12.1分,139度43.0分,20m,True,True,True,True,False,False,茨城,,36度12.1分
a0321,愛宕山,40,100000,愛宕山,アタゴサン,36度17.4分,140度15.3分,280m,True,False,False,False,False,False,茨城,,36度17.4分
a0322,下妻,40,111200,下妻,シモツマ,36度10.1分,139度56.7分,20m,True,True,True,True,False,False,茨城,,36度10.1分
a0323,坂東,40,100000,坂東,バンドウ,36度02.1分,139度53.6分,16m,True,False,False,False,False,False,茨城,,36度02.1分
a0324,土浦,40,111200,土浦,ツチウラ,36度06.2分,140度13.2分,26m,True,True,True,True,False,False,茨城,,36度06.2分
a0325,鹿嶋,40,111200,鹿嶋,カシマ,35度57.8分,140度37.3分,37m,True,True,True,True,False,False,茨城,,35度57.8分
a0911,江戸崎,40,100000,江戸崎,エドサキ,35度57.6分,140度19.2分,25m,True,False,False,False,False,False,茨城,,35度57.6分
a1011,日立,40,111200,日立,ヒタチ,36度34.8分,140度38.7分,34m,True,True,True,True,False,False,茨城,,36度34.8分
a1012,柿岡,40,100000,柿岡,カキオカ,36度14.0分,140度11.3分,27m,True,False,False,False,False,False,茨城,,36度14.0分
a1013,美野里,40,100000,美野里,ミノリ,36度14.2分,140度19.5分,25m,True,False,False,False,False,False,茨城,,36度14.2分
a1014,龍ケ崎,40,111200,龍ケ崎,リュウガサキ,35度53.4分,140度12.7分,4m,True,True,True,True,False,False,茨城,,35度53.4分
a1082,筑波山,40,111100,筑波山,ツクバサン,36度13.5分,140度05.9分,868m,True,True,True,True,False,False,茨城,,36度13.5分
a1170,中野,40,100000,中野,ナカノ,36度30.9分,140度28.4分,17m,True,False,False,False,False,False,茨城,,36度30.9分
